Date,Away_team,Home_conference,Away_conference
1/28/2022,Niagara,Metro Atlantic Athletic,Metro Atlantic Athletic
1/28/2022,Akron,Mid-American,Mid-American
1/28/2022,Cleveland St.,Horizon League,Horizon League
1/29/2022,Baylor,Southeastern,Big 12
1/29/2022,Florida A&M,Southwest Athletic,Southwest Athletic
1/29/2022,Bethune Cookman,Southwest Athletic,Southwest Athletic
1/29/2022,Southern,Southwest Athletic,Southwest Athletic
1/29/2022,Little Rock,Sun Belt,Sun Belt
1/29/2022,Arizona St.,Pacific-12,Pacific-12
1/29/2022,West Virginia,Southeastern,Big 12
1/29/2022,Lafayette,Patriot League,Patriot League
1/29/2022,Oklahoma,Southeastern,Big 12
1/29/2022,Western Michigan,Mid-American,Mid-American
1/29/2022,Tennessee Martin,Ohio Valley,Ohio Valley
1/29/2022,UMBC,America East,America East
1/29/2022,Kent St.,Mid-American,Mid-American
1/29/2022,Georgetown,Big East,Big East
1/29/2022,Stephen F. Austin,Western Athletic,Western Athletic
1/29/2022,High Point,Big South,Big South
1/29/2022,Northeastern,Colonial Athletic Association,Colonial Athletic Association
1/29/2022,Hampton,Big South,Big South
1/29/2022,Dixie St.,Western Athletic,Western Athletic
1/29/2022,Arkansas St.,Sun Belt,Sun Belt
1/29/2022,Dartmouth,Ivy League,Ivy League
1/29/2022,Maryland Eastern Shore,Mid-Eastern Athletic,Mid-Eastern Athletic
1/29/2022,Xavier,Big East,Big East
1/29/2022,La Salle,Atlantic 10,Atlantic 10
1/29/2022,Oral Roberts,Summit League,Summit League
1/29/2022,Connecticut,Big East,Big East
1/29/2022,Saint Louis,Atlantic 10,Atlantic 10
1/29/2022,Tennessee St.,Ohio Valley,Ohio Valley
1/29/2022,Miami OH,Mid-American,Mid-American
1/29/2022,Oklahoma St.,Southeastern,Big 12
1/29/2022,Bellarmine,Atlantic Sun,Atlantic Sun
1/29/2022,Virginia Tech,Atlantic Coast,Atlantic Coast
1/29/2022,Radford,Big South,Big South
1/29/2022,Miami FL,Atlantic Coast,Atlantic Coast
1/29/2022,Portland,West Coast,West Coast
1/29/2022,UC Santa Barbara,Big West,Big West
1/29/2022,Nicholls St.,Southland,Southland
1/29/2022,Missouri,Big 12,Southeastern
1/29/2022,Grambling St.,Southwest Athletic,Southwest Athletic
1/29/2022,Central Arkansas,Atlantic Sun,Atlantic Sun
1/29/2022,Delaware,Colonial Athletic Association,Colonial Athletic Association
1/29/2022,Kentucky,Big 12,Southeastern
1/29/2022,North Alabama,Atlantic Sun,Atlantic Sun
1/29/2022,Abilene Christian,Western Athletic,Western Athletic
1/29/2022,Jacksonville St.,Atlantic Sun,Atlantic Sun
1/29/2022,Winthrop,Big South,Big South
1/29/2022,Georgia Southern,Sun Belt,Sun Belt
1/29/2022,Georgia St.,Sun Belt,Sun Belt
1/29/2022,North Texas,Conference USA,Conference USA
1/29/2022,Duke,Atlantic Coast,Atlantic Coast
1/29/2022,San Diego,West Coast,West Coast
1/29/2022,UAB,Conference USA,Conference USA
1/29/2022,Indiana,Big Ten,Big Ten
1/29/2022,Furman,Southern,Southern
1/29/2022,Michigan,Big Ten,Big Ten
1/29/2022,Kansas St.,Southeastern,Big 12
1/29/2022,Arkansas Pine Bluff,Southwest Athletic,Southwest Athletic
1/29/2022,Evansville,Missouri Valley,Missouri Valley
1/29/2022,Eastern Washington,Big Sky,Big Sky
1/29/2022,Idaho,Big Sky,Big Sky
1/29/2022,St. Francis PA,Northeast,Northeast
1/29/2022,Morehead St.,Ohio Valley,Ohio Valley
1/29/2022,American,Patriot League,Patriot League
1/29/2022,Rutgers,Big Ten,Big Ten
1/29/2022,UMKC,Summit League,Western Athletic
1/29/2022,Utah St.,Mountain West,Mountain West
1/29/2022,Grand Canyon,Western Athletic,Western Athletic
1/29/2022,Albany,America East,America East
1/29/2022,N.C. State,Atlantic Coast,Big Sky
1/29/2022,USC Upstate,Big South,Big South
1/29/2022,Howard,Mid-Eastern Athletic,Mid-Eastern Athletic
1/29/2022,Lipscomb,Atlantic Sun,Atlantic Sun
1/29/2022,Portland St.,Big Sky,Big Sky
1/29/2022,Central Michigan,Mid-American,Mid-American
1/29/2022,Illinois St.,Missouri Valley,Missouri Valley
1/29/2022,Illinois,Big Ten,Big Ten
1/29/2022,Texas A&M Corpus Chris,Southland,Southland
1/29/2022,Virginia,Atlantic Coast,Atlantic Coast
1/29/2022,Illinois Chicago,Horizon League,Horizon League
1/29/2022,Charlotte,Conference USA,Conference USA
1/29/2022,Oregon St.,Pacific-12,Pacific-12
1/29/2022,BYU,West Coast,West Coast
1/29/2022,Texas Southern,Southwest Athletic,Southwest Athletic
1/29/2022,UNC Asheville,Big South,Big South
1/29/2022,Yale,Ivy League,Ivy League
1/29/2022,VCU,Atlantic 10,Atlantic 10
1/29/2022,Green Bay,Horizon League,Horizon League
1/29/2022,Weber St.,Big Sky,Big Sky
1/29/2022,Pepperdine,West Coast,West Coast
1/29/2022,Santa Clara,West Coast,West Coast
1/29/2022,Sam Houston St.,Western Athletic,Western Athletic
1/29/2022,Temple,American Athletic,American Athletic
1/29/2022,Norfolk St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/29/2022,North Dakota,Summit League,Summit League
1/29/2022,North Dakota St.,Summit League,Summit League
1/29/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
1/29/2022,Incarnate Word,Southland,Southland
1/29/2022,Rice,Conference USA,Conference USA
1/29/2022,Saint Joseph's,Atlantic 10,Atlantic 10
1/29/2022,Eastern Kentucky,Atlantic Sun,Atlantic Sun
1/29/2022,Wake Forest,Atlantic Coast,Atlantic Coast
1/29/2022,LSU,Big 12,Southeastern
1/29/2022,Austin Peay,Ohio Valley,Ohio Valley
1/29/2022,Tennessee,Big 12,Southeastern
1/29/2022,South Carolina,Southeastern,Southeastern
1/29/2022,UT Arlington,Sun Belt,Sun Belt
1/29/2022,Mississippi St.,Big 12,Southeastern
1/29/2022,Chattanooga,Southern,Southern
1/29/2022,Drexel,Colonial Athletic Association,Colonial Athletic Association
1/29/2022,South Alabama,Sun Belt,Sun Belt
1/29/2022,Wichita St.,American Athletic,American Athletic
1/29/2022,South Florida,American Athletic,American Athletic
1/29/2022,Long Beach St.,Big West,Big West
1/29/2022,Cal Poly,Big West,Big West
1/29/2022,Cal St. Fullerton,Big West,Big West
1/29/2022,Cal St. Bakersfield,Big West,Big West
1/29/2022,Houston,American Athletic,American Athletic
1/29/2022,Stanford,Pacific-12,Pacific-12
1/29/2022,Hofstra,Colonial Athletic Association,Colonial Athletic Association
1/29/2022,California,Pacific-12,Pacific-12
1/29/2022,Tarleton St.,Western Athletic,Western Athletic
1/29/2022,FIU,Conference USA,NCAA
1/29/2022,Florida Atlantic,Conference USA,Conference USA
1/29/2022,Georgia,Southeastern,Southeastern
1/29/2022,Maine,America East,America East
1/29/2022,St. John's,Big East,Big East
1/29/2022,East Tennessee St.,Southern,Southern
1/29/2022,Utah,Pacific-12,Pacific-12
1/29/2022,Samford,Southern,Southern
1/29/2022,St. Thomas,Summit League,Summit League
1/29/2022,Middle Tennessee,Conference USA,Conference USA
1/29/2022,Elon,Colonial Athletic Association,Colonial Athletic Association
1/29/2022,UNC Greensboro,Southern,Southern
1/29/2022,Milwaukee,Horizon League,Horizon League
1/30/2022,Pittsburgh,Atlantic Coast,Atlantic Coast
1/30/2022,Indiana St.,Missouri Valley,Missouri Valley
1/30/2022,Cornell,Ivy League,Ivy League
1/30/2022,LIU,Northeast,Northeast
1/30/2022,Loyola MD,Patriot League,Patriot League
1/30/2022,Loyola Chicago,Missouri Valley,Missouri Valley
1/30/2022,Cincinnati,American Athletic,American Athletic
1/30/2022,Central Connecticut,Northeast,Northeast
1/30/2022,Fordham,Atlantic 10,Atlantic 10
1/30/2022,Saint Peter's,Metro Atlantic Athletic,Metro Atlantic Athletic
1/30/2022,Marist,Metro Atlantic Athletic,Metro Atlantic Athletic
1/30/2022,George Mason,Atlantic 10,Atlantic 10
1/30/2022,New Orleans,Southland,Southland
1/30/2022,Niagara,Metro Atlantic Athletic,Metro Atlantic Athletic
1/30/2022,Delaware St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/30/2022,Cleveland St.,Horizon League,Horizon League
1/30/2022,Marquette,Big East,Big East
1/30/2022,Ohio St.,Big Ten,Big Ten
1/30/2022,Canisius,Metro Atlantic Athletic,Metro Atlantic Athletic
1/30/2022,Quinnipiac,Metro Atlantic Athletic,Metro Atlantic Athletic
1/30/2022,Valparaiso,Missouri Valley,Missouri Valley
1/30/2022,Wagner,Northeast,Northeast
1/30/2022,Colorado,Pacific-12,Pacific-12
1/30/2022,Minnesota,Big Ten,Big Ten
1/30/2022,Purdue Fort Wayne,Horizon League,Horizon League
1/31/2022,Bethune Cookman,Southwest Athletic,Southwest Athletic
1/31/2022,Florida A&M,Southwest Athletic,Southwest Athletic
1/31/2022,Grambling St.,Southwest Athletic,Southwest Athletic
1/31/2022,SIU Edwardsville,Ohio Valley,Ohio Valley
1/31/2022,West Virginia,Big 12,Big 12
1/31/2022,Holy Cross,Patriot League,Patriot League
1/31/2022,Michigan Dearborn,Horizon League,NA
1/31/2022,East West,Horizon League,NA
1/31/2022,Southern,Southwest Athletic,Southwest Athletic
1/31/2022,Liberty,Atlantic Sun,Atlantic Sun
1/31/2022,Colgate,Patriot League,Patriot League
1/31/2022,Hartford,America East,America East
1/31/2022,Morgan St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/31/2022,Wofford,Southern,Southern
1/31/2022,Norfolk St.,Mid-Eastern Athletic,Mid-Eastern Athletic
1/31/2022,South Dakota St.,Summit League,Summit League
1/31/2022,Duke,Atlantic Coast,Atlantic Coast
1/31/2022,TCU,Big 12,Big 12
1/31/2022,Iowa,Big Ten,Big Ten
1/31/2022,Northern Colorado,Big Sky,Big Sky
1/31/2022,New Mexico,Mountain West,Mountain West
1/31/2022,Pacific,West Coast,West Coast
1/31/2022,Howard,Mid-Eastern Athletic,Mid-Eastern Athletic
1/31/2022,Northern Arizona,Big Sky,Big Sky
1/31/2022,Morehead St.,Ohio Valley,Ohio Valley
1/31/2022,Drexel,Colonial Athletic Association,Colonial Athletic Association
1/31/2022,Albany,America East,America East
1/31/2022,Eastern Washington,Big Sky,Big Sky
1/31/2022,UMKC,Summit League,Western Athletic
1/31/2022,Colorado St.,Mountain West,Mountain West
2/1/2022,Alabama,Southeastern,Southeastern
2/1/2022,Bowling Green,Mid-American,Mid-American
2/1/2022,Creighton,Big East,Big East
2/1/2022,Richmond,Atlantic 10,Atlantic 10
2/1/2022,Toledo,Mid-American,Mid-American
2/1/2022,Seton Hall,Big East,Big East
2/1/2022,Kansas,Big 12,Big 12
2/1/2022,North Carolina,Atlantic Coast,Atlantic Coast
2/1/2022,Mississippi,Southeastern,Southeastern
2/1/2022,Michigan St.,Big Ten,Big Ten
2/1/2022,Kent St.,Mid-American,Mid-American
2/1/2022,Nebraska,Big Ten,Big Ten
2/1/2022,South Carolina,Southeastern,Southeastern
2/1/2022,Rutgers,Big Ten,Big Ten
2/1/2022,Ball St.,Mid-American,Mid-American
2/1/2022,Fresno St.,Mountain West,Mountain West
2/1/2022,Canisius,Metro Atlantic Athletic,Metro Atlantic Athletic
2/1/2022,Davidson,Atlantic 10,Atlantic 10
2/1/2022,Providence,Big East,Big East
2/1/2022,California,Pacific-12,Pacific-12
2/1/2022,Texas A&M,Southeastern,Southeastern
2/1/2022,Texas,Big 12,Big 12
2/1/2022,UC Davis,Big West,Big West
2/1/2022,Nevada,Mountain West,Mountain West
2/1/2022,Air Force,Mountain West,Mountain West
2/1/2022,Boston College,Atlantic Coast,Atlantic Coast
2/1/2022,Northern Illinois,Mid-American,Mid-American
2/1/2022,Tulsa,American Athletic,American Athletic
2/2/2022,Chicago St.,Western Athletic,Western Athletic
2/2/2022,UMBC,America East,America East
2/2/2022,Florida St.,Atlantic Coast,Atlantic Coast
2/2/2022,Bucknell,Patriot League,Patriot League
2/2/2022,Coppin St.,Mid-Eastern Athletic,Mid-Eastern Athletic
2/2/2022,Temple,American Athletic,American Athletic
2/2/2022,Rhode Island,Atlantic 10,Atlantic 10
2/2/2022,The Citadel,Southern,Southern
2/2/2022,Saint Louis,Atlantic 10,Atlantic 10
2/2/2022,La Salle,Atlantic 10,Atlantic 10
2/2/2022,Arkansas,Southeastern,Southeastern
2/2/2022,USC Upstate,Big South,Big South
2/2/2022,Gardner Webb,Big South,Big South
2/2/2022,Tulane,American Athletic,American Athletic
2/2/2022,Wisconsin,Big Ten,Big Ten
2/2/2022,Drake,Missouri Valley,Missouri Valley
2/2/2022,Oklahoma St.,Big 12,Big 12
2/2/2022,Vanderbilt,Southeastern,Southeastern
2/2/2022,American,Patriot League,Patriot League
2/2/2022,Navy,Patriot League,Patriot League
2/2/2022,Illinois St.,Missouri Valley,Missouri Valley
2/2/2022,Army,Patriot League,Patriot League
2/2/2022,UMass Lowell,America East,America East
2/2/2022,Villanova,Big East,Big East
2/2/2022,Notre Dame,Atlantic Coast,Atlantic Coast
2/2/2022,Purdue,Big Ten,Big Ten
2/2/2022,Florida,Southeastern,Southeastern
2/2/2022,Syracuse,Big Sky,Atlantic Coast
2/2/2022,Hartford,America East,America East
2/2/2022,Bradley,Missouri Valley,Missouri Valley
2/2/2022,Campbell,Big South,Big South
2/2/2022,Charleston Southern,Big South,Big South
2/2/2022,Chattanooga,Southern,Southern
2/2/2022,Missouri St.,Missouri Valley,Missouri Valley
2/2/2022,Binghamton,America East,America East
2/2/2022,Longwood,Big South,Big South
2/2/2022,VMI,Southern,Southern
2/2/2022,Lamar,Western Athletic,Western Athletic
2/2/2022,Dayton,Atlantic 10,Atlantic 10
2/2/2022,NJIT,America East,America East
2/2/2022,Georgia Tech,Atlantic Coast,Atlantic Coast
2/2/2022,Pittsburgh,Atlantic Coast,Atlantic Coast
2/2/2022,East Tennessee St.,Southern,Southern
2/2/2022,Butler,Big East,Big East
2/3/2022,UCLA,Pacific-12,Pacific-12
2/3/2022,USC,Pacific-12,Pacific-12
2/3/2022,Louisiana Monroe,Sun Belt,Sun Belt
2/3/2022,Murray St.,Ohio Valley,Ohio Valley
2/3/2022,Liberty,Atlantic Sun,Atlantic Sun
2/3/2022,San Francisco,West Coast,West Coast
2/3/2022,Cal Poly,Big West,Big West
2/3/2022,UC San Diego,Big West,Big West
2/3/2022,Washington,Pacific-12,Pacific-12
2/3/2022,Florida Gulf Coast,Atlantic Sun,Atlantic Sun
2/3/2022,Wagner,Northeast,Northeast
2/3/2022,Western Michigan,Mid-American,Mid-American
2/3/2022,Western Kentucky,Conference USA,Conference USA
2/3/2022,Oregon,Pacific-12,Pacific-12
2/3/2022,Drexel,Colonial Athletic Association,Colonial Athletic Association
2/3/2022,Kennesaw St.,Atlantic Sun,Atlantic Sun
2/3/2022,UNC Wilmington,Colonial Athletic Association,Colonial Athletic Association
2/3/2022,Southern Miss,NCAA,Conference USA
2/3/2022,Louisiana Tech,Conference USA,Conference USA
2/3/2022,St. John's,Big East,Big East
2/3/2022,South Alabama,Sun Belt,Sun Belt
2/3/2022,Troy,Sun Belt,Sun Belt
2/3/2022,Seattle,Western Athletic,Western Athletic
2/3/2022,Towson,Colonial Athletic Association,Colonial Athletic Association
2/3/2022,Northwestern St.,Southland,Southland
2/3/2022,Robert Morris,Horizon League,Horizon League
2/3/2022,Nicholls St.,Southland,Southland
2/3/2022,Youngstown St.,Horizon League,Horizon League
2/3/2022,North Florida,Atlantic Sun,Atlantic Sun
2/3/2022,Stetson,Atlantic Sun,Atlantic Sun
2/3/2022,Louisiana,Sun Belt,Sun Belt
2/3/2022,Sacred Heart,Northeast,Northeast
2/3/2022,Cal St. Bakersfield,Big West,Big West
2/3/2022,Southeastern Louisiana,Southland,Southland
2/3/2022,Tennessee Tech,Ohio Valley,Ohio Valley
2/3/2022,Merrimack,Northeast,Northeast
2/3/2022,Cal Baptist,Western Athletic,Western Athletic
2/3/2022,Jacksonville,Atlantic Sun,Atlantic Sun
2/3/2022,Denver,Summit League,Summit League
2/3/2022,Nebraska Omaha,Summit League,Summit League
2/3/2022,James Madison,Colonial Athletic Association,Colonial Athletic Association
2/3/2022,Portland St.,Big Sky,Big Sky
2/3/2022,Eastern Michigan,Mid-American,Mid-American
2/3/2022,Marshall,Conference USA,Conference USA
2/3/2022,Western Illinois,Summit League,Summit League
2/3/2022,Pepperdine,West Coast,West Coast
2/3/2022,Saint Mary's,West Coast,West Coast
2/3/2022,UTSA,Conference USA,Conference USA
2/3/2022,Northern Arizona,Big Sky,Big Sky
2/3/2022,Dixie St.,Western Athletic,Western Athletic
2/3/2022,Gonzaga,West Coast,West Coast
2/3/2022,Loyola Marymount,West Coast,West Coast
2/3/2022,Idaho,Big Sky,Big Sky
2/3/2022,Fairleigh Dickinson,Northeast,Northeast
2/3/2022,Bryant,Northeast,Northeast
2/3/2022,Washington St.,Pacific-12,Pacific-12
2/3/2022,Utah Valley,Western Athletic,Western Athletic
2/3/2022,Southeast Missouri St.,Ohio Valley,Ohio Valley
2/3/2022,Belmont,Ohio Valley,Ohio Valley
2/3/2022,New Orleans,Southland,Southland
2/3/2022,Appalachian St.,Sun Belt,Sun Belt
2/3/2022,Hawaii,Big West,Big West
2/3/2022,UC Irvine,Big West,Big West
2/3/2022,South Florida,American Athletic,American Athletic
2/3/2022,St. Thomas,Western Athletic,Summit League
2/3/2022,Oregon St.,Pacific-12,Pacific-12
2/3/2022,San Jose St.,Mountain West,Mountain West
2/3/2022,Montana,Big Sky,Big Sky
2/3/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
2/3/2022,North Carolina A&T,Big South,Big South
2/3/2022,Boise St.,Mountain West,Mountain West
2/4/2022,Miami OH,Mid-American,Mid-American
2/4/2022,Toledo,Mid-American,Mid-American
2/4/2022,Harvard,Ivy League,Ivy League
2/4/2022,Iona,Metro Atlantic Athletic,Metro Atlantic Athletic
2/4/2022,Green Bay,Horizon League,Horizon League
2/4/2022,San Diego St.,Mountain West,Mountain West
2/4/2022,Penn,Ivy League,Ivy League
2/4/2022,Princeton,Ivy League,Ivy League
2/4/2022,Nevada,Mountain West,Mountain West
2/4/2022,Fairfield,Metro Atlantic Athletic,Metro Atlantic Athletic
2/4/2022,Manhattan,Metro Atlantic Athletic,Metro Atlantic Athletic
2/4/2022,Oakland,Horizon League,Horizon League
2/4/2022,Milwaukee,Horizon League,Horizon League
2/4/2022,St. Bonaventure,Atlantic 10,Atlantic 10
2/4/2022,Quinnipiac,Metro Atlantic Athletic,Metro Atlantic Athletic
2/4/2022,Creighton,Big East,Big East
2/4/2022,Rider,Metro Atlantic Athletic,Metro Atlantic Athletic
2/4/2022,Western Carolina,Southern,Southern
2/4/2022,Detroit Mercy,Horizon League,Horizon League
2/4/2022,Dartmouth,Ivy League,Ivy League
2/5/2022,UT Rio Grande Valley,Western Athletic,Western Athletic
2/5/2022,New Mexico,Mountain West,Mountain West
2/5/2022,Kentucky,Southeastern,Southeastern
2/5/2022,Colgate,Patriot League,Patriot League
2/5/2022,USC,Pacific-12,Pacific-12
2/5/2022,UCLA,Pacific-12,Pacific-12
2/5/2022,Mississippi St.,Southeastern,Southeastern
2/5/2022,Alcorn St.,Southwest Athletic,Southwest Athletic
2/5/2022,Louisiana,Sun Belt,Sun Belt
2/5/2022,Holy Cross,Patriot League,Patriot League
2/5/2022,Kennesaw St.,Atlantic Sun,Atlantic Sun
2/5/2022,Prairie View A&M,Southwest Athletic,Southwest Athletic
2/5/2022,Maine,America East,America East
2/5/2022,San Jose St.,Mountain West,Mountain West
2/5/2022,Northern Illinois,Mid-American,Mid-American
2/5/2022,Dartmouth,Ivy League,Ivy League
2/5/2022,St. John's,Big East,Big East
2/5/2022,Gonzaga,West Coast,West Coast
2/5/2022,Cal St. Bakersfield,Big West,Big West
2/5/2022,UC Irvine,Big West,Big West
2/5/2022,Washington St.,Pacific-12,Pacific-12
2/5/2022,Stetson,Atlantic Sun,Atlantic Sun
2/5/2022,Fairleigh Dickinson,Northeast,Northeast
2/5/2022,Buffalo,Mid-American,Mid-American
2/5/2022,Longwood,Big South,Big South
2/5/2022,Marshall,Conference USA,Conference USA
2/5/2022,Mercer,Southern,Southern
2/5/2022,Oregon St.,Pacific-12,Pacific-12
2/5/2022,Princeton,Ivy League,Ivy League
2/5/2022,Penn,Ivy League,Ivy League
2/5/2022,Northern Iowa,Missouri Valley,Missouri Valley
2/5/2022,Liberty,Atlantic Sun,Atlantic Sun
2/5/2022,Charleston,Colonial Athletic Association,Colonial Athletic Association
2/5/2022,Bradley,Missouri Valley,Missouri Valley
2/5/2022,Louisiana Tech,NCAA,Conference USA
2/5/2022,Mississippi,Southeastern,Southeastern
2/5/2022,Texas Southern,Southwest Athletic,Southwest Athletic
2/5/2022,Southern Miss,Conference USA,Conference USA
2/5/2022,Wake Forest,Atlantic Coast,Atlantic Coast
2/5/2022,UNC Greensboro,Southern,Southern
2/5/2022,North Carolina A&T,Big South,Big South
2/5/2022,Davidson,Atlantic 10,Atlantic 10
2/5/2022,Auburn,Southeastern,Southeastern
2/5/2022,Troy,Sun Belt,Sun Belt
2/5/2022,South Alabama,Sun Belt,Sun Belt
2/5/2022,Clemson,Atlantic Coast,Atlantic Coast
